salesperson_id,sales_value,sales_date,sales_region,sales_channel,sales_quantity,customer_name,customer_email,customer_country
540,398.52,3/17/2021,North America,Distributor,953,Colman Tovey,ctoveyez@goo.gl,China
541,6912.2,9/17/2021,Africa,Distributor,503,Manny Jeaycock,mjeaycockf0@tinyurl.com,China
542,4112.37,2/12/2021,Asia,Direct sales,942,Sloan Bruntjen,sbruntjenf1@weebly.com,Portugal
543,2748.0,7/13/2021,North America,Direct sales,519,Karel Vigors,kvigorsf2@disqus.com,Indonesia
544,9696.93,3/6/2021,Africa,Distributor,703,Cecilia Dmitr,cdmitrf3@fc2.com,Indonesia
545,8208.82,10/5/2021,North America,In-store,749,Zelig Bomb,zbombf4@statcounter.com,Brazil
546,7821.98,9/27/2021,Asia,In-store,515,Coriss Zavattiero,czavattierof5@bloomberg.com,Peru
547,6552.15,2/10/2021,Asia,Direct sales,516,Ange Catley,acatleyf6@buzzfeed.com,Vietnam
548,2740.69,8/21/2021,Africa,Direct sales,932,Arnold Blease,ableasef7@unblog.fr,Sweden
549,9612.75,6/22/2021,Asia,In-store,158,Barnaby Dinan,bdinanf8@desdev.cn,Russia
550,1281.81,9/10/2021,Africa,Online,96,Dode Blaise,dblaisef9@usatoday.com,China
551,4187.53,9/22/2021,North America,Online,970,Sheffie Izatson,sizatsonfa@usda.gov,Russia
552,452.81,4/13/2021,North America,Online,66,Claudianus Neate,cneatefb@engadget.com,Colombia
553,286.78,2/3/2021,North America,Online,41,Raoul Athridge,rathridgefc@mozilla.com,Sweden
554,8003.64,5/22/2021,Africa,Online,593,Wendye Ondrasek,wondrasekfd@example.com,Japan
555,5450.49,9/1/2021,Europe,In-store,895,Derrick Bellow,dbellowfe@census.gov,Uganda
556,5964.78,5/11/2021,Europe,Distributor,25,Buddie Aslet,basletff@pbs.org,Sweden
557,1578.71,1/15/2021,Asia,In-store,397,Norman Vowles,nvowlesfg@mlb.com,Argentina
558,4368.51,10/14/2021,North America,Online,139,Bryanty Aspy,baspyfh@fastcompany.com,China
559,9840.87,3/23/2021,South America,In-store,633,Herve Aries,hariesfi@privacy.gov.au,Albania
560,2155.93,6/7/2021,Europe,Direct sales,873,Harriott Cahn,hcahnfj@reverbnation.com,Russia
561,5088.89,6/8/2021,North America,Direct sales,132,Alexandr Labrow,alabrowfk@deliciousdays.com,Laos
562,169.17,10/9/2021,Asia,Distributor,80,Ozzie Kubelka,okubelkafl@cafepress.com,Serbia
563,2272.04,2/10/2021,Asia,Direct sales,31,Berta Olenchenko,bolenchenkofm@army.mil,Sudan
564,4304.22,2/24/2021,Asia,Online,312,Jackie Longdon,jlongdonfn@trellian.com,China
565,2201.77,5/7/2021,Europe,Distributor,212,Sarine Bim,sbimfo@uiuc.edu,Mexico
566,1781.28,10/2/2021,Europe,Online,38,Griz Szymczyk,gszymczykfp@example.com,China
567,2426.49,8/20/2021,Africa,Online,875,Fee Pilch,fpilchfq@people.com.cn,Poland
568,2266.56,10/31/2021,North America,In-store,766,Maximilian Ealden,mealdenfr@ovh.net,Argentina
569,1610.96,12/19/2021,North America,Distributor,436,Freddie Molohan,fmolohanfs@va.gov,Ivory Coast
570,5900.35,3/13/2021,Europe,Distributor,458,Candra Gwilliam,cgwilliamft@statcounter.com,China
571,4090.17,6/12/2021,Europe,Online,921,Ericha Bonefant,ebonefantfu@wordpress.com,China
572,1894.79,2/9/2021,South America,In-store,66,Debor Vinton,dvintonfv@noaa.gov,South Korea
573,4056.49,5/25/2021,South America,Online,394,Devina Rubinow,drubinowfw@ebay.com,Sweden
574,4665.52,3/6/2021,South America,In-store,115,Ronny Bramwell,rbramwellfx@newsvine.com,Afghanistan
575,4300.84,11/18/2021,North America,Distributor,134,Kennett Traher,ktraherfy@noaa.gov,United States
576,1783.05,6/3/2021,North America,Distributor,289,Jerrylee Haxby,jhaxbyfz@businessinsider.com,Indonesia
577,8919.81,12/26/2021,Asia,Distributor,143,Padraic Dudenie,pdudenieg0@mozilla.org,China
578,4635.69,7/30/2021,Asia,Direct sales,86,Jaquelin MacCauley,jmaccauleyg1@ask.com,Ireland
579,9190.98,5/8/2021,South America,In-store,525,Lesley Gieraths,lgierathsg2@zdnet.com,Colombia
580,7315.54,10/24/2021,North America,Online,616,Jack Klarzynski,jklarzynskig3@seattletimes.com,Russia
581,9053.49,5/31/2021,Asia,Direct sales,732,Kerrill Mordecai,kmordecaig4@ovh.net,Sweden
582,8973.6,5/26/2021,Europe,In-store,125,Diann Roffey,droffeyg5@google.pl,Indonesia
583,1053.97,6/1/2021,Asia,Distributor,109,Beck Jacobovitch,bjacobovitchg6@wordpress.org,Dominican Republic
584,3488.81,5/23/2021,Europe,Direct sales,122,Bat Tamas,btamasg7@guardian.co.uk,Canada
585,2411.95,12/30/2021,Asia,Distributor,687,Sissy Pinckstone,spinckstoneg8@weather.com,Indonesia
586,6416.6,4/7/2021,North America,Online,523,Willabella Gierhard,wgierhardg9@shutterfly.com,Japan
587,412.2,10/8/2021,Asia,In-store,341,Lauritz Durrans,ldurransga@springer.com,China
588,7318.95,7/23/2021,Europe,Distributor,639,Ora Abramsky,oabramskygb@g.co,China
589,8235.33,11/19/2021,Africa,Online,343,Esme Ransley,eransleygc@disqus.com,China
590,5353.19,2/3/2021,Asia,In-store,5,Melli Mc Menamin,mmcgd@vkontakte.ru,Sweden
591,8951.28,4/14/2021,North America,Direct sales,690,Ronna Boutton,rbouttonge@storify.com,China
592,1943.91,7/12/2021,South America,Direct sales,468,Ody Yearsley,oyearsleygf@quantcast.com,Russia
593,3209.73,12/11/2021,South America,In-store,445,Sisely Hildred,shildredgg@xing.com,Bosnia and Herzegovina
594,6649.48,3/21/2021,South America,In-store,81,Paxton Southern,psoutherngh@gravatar.com,Palestinian Territory
595,9217.36,7/31/2021,Africa,Distributor,734,Petronia Canavan,pcanavangi@columbia.edu,China
596,8888.56,11/20/2021,South America,Online,62,Karel Millican,kmillicangj@yellowpages.com,China
597,8793.96,3/6/2021,Asia,In-store,9,Ginnie Kasparski,gkasparskigk@mysql.com,Armenia
598,9258.79,11/14/2021,Europe,Direct sales,312,Wilie Cotman,wcotmangl@vkontakte.ru,Serbia
599,8113.85,1/26/2021,North America,Direct sales,653,Ursuline Jestico,ujesticogm@shop-pro.jp,Peru
600,1159.23,9/3/2021,Asia,Online,26,Gav Perrott,gperrottgn@sciencedirect.com,Indonesia
601,1889.96,6/5/2021,Asia,Direct sales,573,Brett Melross,bmelrossgo@cornell.edu,Sweden
602,8251.71,1/20/2021,Europe,Online,540,Sherwood Nevin,snevingp@lycos.com,Croatia
603,3384.84,10/11/2021,Asia,Online,307,Tobias Roon,troongq@51.la,Colombia
604,9345.3,9/8/2021,South America,In-store,911,Kirsteni Swadling,kswadlinggr@shop-pro.jp,China
605,7017.73,7/6/2021,South America,Distributor,903,Saraann Godly,sgodlygs@npr.org,United States
606,4470.42,11/22/2021,North America,Direct sales,243,Doy Mundee,dmundeegt@sun.com,United States
607,6577.92,1/17/2021,Asia,In-store,225,Wallie Skewis,wskewisgu@theatlantic.com,Albania
608,8093.67,9/12/2021,Asia,Online,675,Hedvige McCreary,hmccrearygv@webs.com,Brazil
609,5091.42,5/18/2021,Africa,Online,922,Shepperd Frankes,sfrankesgw@timesonline.co.uk,Ukraine
610,787.46,2/18/2021,Africa,Distributor,3,Jeannette Routham,jrouthamgx@goodreads.com,Thailand
611,5858.12,3/5/2021,South America,Online,723,Georgie Mingard,gmingardgy@nytimes.com,Japan
612,2278.83,7/14/2021,Asia,In-store,957,Nissie Jenkinson,njenkinsongz@google.com,Poland
613,36.5,1/2/2021,South America,Distributor,925,Cletis MacGraith,cmacgraithh0@altervista.org,Canada
614,6597.36,1/14/2021,Europe,Direct sales,586,Lenka Van de Vlies,lvanh1@wiley.com,Indonesia
615,1954.86,6/24/2021,Asia,Direct sales,80,Corey Farragher,cfarragherh2@netvibes.com,Philippines
616,5444.88,3/15/2021,Africa,In-store,222,Hamilton Morgan,hmorganh3@cbc.ca,China
617,8867.2,2/4/2021,Asia,In-store,295,Brynne Pevie,bpevieh4@51.la,Serbia
618,8176.51,7/2/2021,North America,In-store,847,Laetitia Galle,lgalleh5@mtv.com,Russia
619,9290.1,4/1/2021,South America,Online,219,Fara Vanyutin,fvanyutinh6@liveinternet.ru,China
620,7806.5,10/25/2021,Europe,Direct sales,177,Sharai Tydd,styddh7@addtoany.com,Indonesia
621,539.74,6/6/2021,Asia,Online,993,Thor Andrich,tandrichh8@soup.io,Yemen
622,8688.66,12/25/2021,Africa,In-store,558,Karmen Baton,kbatonh9@virginia.edu,Vietnam
623,8399.04,9/12/2021,Africa,Online,972,Padgett Geroldi,pgeroldiha@pen.io,Uganda
624,4612.77,2/1/2021,South America,In-store,955,Allen Krimmer,akrimmerhb@mozilla.com,Botswana
625,8890.66,11/18/2021,North America,In-store,348,Meggy Frape,mfrapehc@earthlink.net,Greece
626,1394.76,4/5/2021,Asia,In-store,914,Sigismundo Tales,staleshd@nbcnews.com,China
627,714.76,2/25/2021,Asia,Direct sales,755,Darcie Belfit,dbelfithe@skyrock.com,Nicaragua
628,3181.09,2/7/2021,Africa,Distributor,446,North Snoxall,nsnoxallhf@tripod.com,China
629,79.82,10/3/2021,Africa,Direct sales,917,Abigail Keitley,akeitleyhg@fotki.com,United States
630,1863.72,4/8/2021,Africa,Online,157,Debi Meneux,dmeneuxhh@meetup.com,Indonesia
631,8407.73,1/9/2021,Asia,Online,594,Aland McMonnies,amcmonnieshi@tamu.edu,Russia
632,1229.64,6/4/2021,South America,In-store,412,Hashim Masters,hmastershj@hud.gov,China
633,5708.53,11/9/2021,South America,Distributor,475,Shandie De Lisle,sdehk@ox.ac.uk,Russia
634,3258.2,9/10/2021,North America,Distributor,590,Carry Sachno,csachnohl@google.co.uk,Russia
635,2954.1,1/27/2021,North America,Online,672,Massimiliano Willoughey,mwillougheyhm@harvard.edu,China
636,8351.63,5/11/2021,South America,Direct sales,671,Kata Massingham,kmassinghamhn@bluehost.com,Sweden
637,5470.58,2/17/2021,Africa,Online,590,Jillana Labin,jlabinho@unblog.fr,Brazil
638,119.06,10/3/2021,Europe,In-store,709,Mair Haye,mhayehp@state.tx.us,Nicaragua
639,5717.16,8/24/2021,North America,Distributor,825,Gary Neville,gnevillehq@seesaa.net,Indonesia
640,1653.71,7/27/2021,North America,Direct sales,39,Alberta Pudding,apuddinghr@nbcnews.com,Belarus
641,2569.21,9/17/2021,Europe,Distributor,40,Lyndsie Chislett,lchisletths@w3.org,Vietnam
642,4531.74,10/12/2021,South America,Direct sales,115,Thalia Greenrod,tgreenrodht@weather.com,Canada
643,4591.32,5/3/2021,Africa,In-store,971,Elfreda Ollive,eollivehu@nyu.edu,United States
644,9466.87,4/21/2021,Europe,In-store,920,Lazar Ethersey,letherseyhv@amazonaws.com,Vietnam
645,5823.54,7/4/2021,South America,In-store,334,Bartlett Syson,bsysonhw@plala.or.jp,Poland
646,783.7,7/4/2021,North America,Distributor,315,Ruthann Moorhead,rmoorheadhx@blogspot.com,China
647,278.66,8/4/2021,South America,In-store,918,Tommy Tiley,ttileyhy@reuters.com,Armenia
648,997.29,8/4/2021,Africa,In-store,322,Lorrie Cosans,lcosanshz@ehow.com,Afghanistan
649,6250.48,1/2/2021,Europe,Distributor,291,Wood Winsbury,wwinsburyi0@google.co.jp,Chad
650,4616.29,5/21/2021,Asia,Distributor,290,Gertrud Doddrell,gdoddrelli1@51.la,Guatemala
651,9969.27,10/29/2021,South America,Direct sales,909,Coretta Wartnaby,cwartnabyi2@gov.uk,United States
652,8803.73,2/26/2021,Asia,Online,812,Imogene Hammell,ihammelli3@istockphoto.com,United States
653,9994.65,8/24/2021,Europe,Online,736,Marris Kimmerling,mkimmerlingi4@paypal.com,Russia
654,4008.08,3/21/2021,Europe,In-store,902,Eamon Woofinden,ewoofindeni5@census.gov,Sweden
655,5718.74,5/11/2021,Africa,In-store,184,Faydra Hoggan,fhoggani6@1und1.de,Bahamas
656,8.64,5/12/2021,South America,Online,191,Nessa Adderson,naddersoni7@ed.gov,China
657,6963.4,7/1/2021,North America,Online,216,Chandler Lydiate,clydiatei8@google.nl,Cameroon
658,6577.69,12/9/2021,South America,In-store,93,Hertha Bullin,hbullini9@un.org,Portugal
659,7022.18,6/27/2021,Asia,Online,714,Kelwin Cree,kcreeia@clickbank.net,Malta
660,9161.72,5/3/2021,Africa,Direct sales,961,Lorrin Szymanski,lszymanskiib@angelfire.com,Russia
661,3822.3,12/21/2021,South America,Distributor,615,Jacquelyn Mobberley,jmobberleyic@so-net.ne.jp,China
662,4920.45,2/22/2021,Asia,Distributor,895,Jacklyn Bowgen,jbowgenid@blogtalkradio.com,Kazakhstan
663,8675.83,12/11/2021,South America,Online,226,Eadith Harbin,eharbinie@tuttocitta.it,Czech Republic
664,3625.91,9/7/2021,North America,Online,574,Bobinette Fenney,bfenneyif@statcounter.com,Egypt
665,9616.07,10/16/2021,North America,In-store,701,Roland Skeat,rskeatig@google.com.au,Greece
666,2583.29,2/10/2021,South America,Direct sales,309,Brigid Pasque,bpasqueih@cloudflare.com,China
667,4236.29,2/8/2021,North America,In-store,15,Stacy Vickerman,svickermanii@odnoklassniki.ru,France
668,8830.75,4/6/2021,Asia,In-store,384,Thain Gumbrell,tgumbrellij@networksolutions.com,Philippines
669,9835.6,7/19/2021,Africa,In-store,840,Amble Hardi,ahardiik@craigslist.org,Portugal
670,7039.54,12/14/2021,Asia,Distributor,596,Shayla Antonijevic,santonijevicil@zdnet.com,Thailand
671,7042.43,11/2/2021,Asia,Online,824,Fancy Sutherland,fsutherlandim@sun.com,United States
672,6415.33,4/14/2021,Europe,Online,815,Dulcinea Hamley,dhamleyin@linkedin.com,China
673,1252.07,10/12/2021,Asia,Direct sales,749,Gerry Lambard,glambardio@csmonitor.com,Malaysia
674,7593.82,3/1/2021,Asia,Direct sales,290,Hilary Lies,hliesip@epa.gov,Colombia
675,8075.72,5/11/2021,North America,In-store,703,Adelind Elletson,aelletsoniq@europa.eu,Peru
676,401.82,1/11/2021,Asia,Direct sales,11,Doloritas Dennert,ddennertir@huffingtonpost.com,China
677,4737.28,10/28/2021,Europe,Distributor,451,Pollyanna Simioli,psimioliis@economist.com,China
678,428.66,8/23/2021,South America,Distributor,52,Yoshiko Stanmore,ystanmoreit@hostgator.com,Argentina
679,4995.92,8/29/2021,Asia,In-store,405,Suzy Swyer,sswyeriu@nature.com,Russia
680,2183.8,8/8/2021,Asia,Online,195,Hart Fronks,hfronksiv@webnode.com,Philippines
681,3203.16,7/26/2021,North America,Online,728,Ania Cargen,acargeniw@miitbeian.gov.cn,France
682,364.33,12/11/2021,Africa,Online,76,Gabi Roache,groacheix@desdev.cn,China
683,4593.05,9/9/2021,Asia,In-store,900,Frazier Linfoot,flinfootiy@nature.com,Indonesia
684,5232.99,6/2/2021,North America,In-store,37,Fancie Loadman,floadmaniz@cornell.edu,Indonesia
685,6638.26,12/22/2021,Africa,In-store,789,Gasparo Mallam,gmallamj0@wisc.edu,China
686,3502.47,7/29/2021,Asia,Online,762,Jemima Cantopher,jcantopherj1@apple.com,China
687,8218.09,9/19/2021,Europe,Distributor,48,Salvatore Siveter,ssiveterj2@marketwatch.com,China
688,9969.47,2/20/2021,North America,In-store,144,Jacquelyn Giddens,jgiddensj3@people.com.cn,Indonesia
689,5126.84,6/10/2021,South America,In-store,992,Rusty Bartosik,rbartosikj4@cnet.com,South Korea
690,8091.63,5/26/2021,Africa,Direct sales,362,Angel Aldersey,aalderseyj5@businessweek.com,Uzbekistan
691,9313.44,12/2/2021,South America,Distributor,174,Kurt Christin,kchristinj6@constantcontact.com,France
692,5410.26,6/24/2021,Africa,Online,844,Marleah Jorck,mjorckj7@ifeng.com,Kiribati
693,4722.52,12/25/2021,Asia,Online,211,Johny Gavaghan,jgavaghanj8@chron.com,Greece
694,6325.53,4/26/2021,Europe,In-store,772,Jackie Gillio,jgillioj9@seesaa.net,Brazil
695,6958.07,4/14/2021,Asia,Direct sales,795,Hernando Bill,hbillja@psu.edu,China
696,7338.91,9/19/2021,Africa,Direct sales,562,Fenelia Benallack,fbenallackjb@xinhuanet.com,China
697,9807.57,8/18/2021,Europe,Distributor,107,Blakeley Quadrio,bquadriojc@java.com,Brazil
698,2227.4,1/16/2021,South America,Online,634,Jesse Steventon,jsteventonjd@blogtalkradio.com,Philippines
699,3529.84,12/11/2021,South America,Online,803,Mervin McLice,mmcliceje@state.gov,Nigeria
700,8036.48,10/5/2021,North America,In-store,180,Valry Kyston,vkystonjf@barnesandnoble.com,Russia
701,4676.74,1/23/2021,South America,Online,777,Carolan Delany,cdelanyjg@gravatar.com,Russia
702,1264.6,8/19/2021,North America,In-store,234,Katha Ledstone,kledstonejh@nationalgeographic.com,China
703,8802.26,10/21/2021,Europe,Online,422,Jeffrey Martinie,jmartinieji@psu.edu,Cuba
704,7277.74,4/17/2021,South America,Distributor,253,Pren Stuckow,pstuckowjj@dmoz.org,Russia
705,4121.89,2/3/2021,North America,In-store,639,Mar Romaint,mromaintjk@forbes.com,Finland
706,4588.99,4/16/2021,South America,Online,819,Rafaello Ivanovic,rivanovicjl@thetimes.co.uk,Philippines
707,1682.74,11/27/2021,Asia,Online,208,Zachery Longden,zlongdenjm@google.it,Portugal
708,2860.13,1/27/2021,South America,Direct sales,927,Lissi Brydone,lbrydonejn@ucoz.com,Thailand
709,2261.04,7/27/2021,Africa,Direct sales,820,Shepard Staunton,sstauntonjo@feedburner.com,Portugal
710,7587.61,10/23/2021,Africa,In-store,512,Gallard Loffill,gloffilljp@ucoz.ru,France
711,1157.51,12/17/2021,Europe,In-store,490,Vicki Veivers,vveiversjq@netscape.com,Indonesia
712,1557.59,9/19/2021,Europe,Online,49,Leif Meadway,lmeadwayjr@histats.com,China
713,7919.4,8/9/2021,Africa,In-store,529,Waiter Lotte,wlottejs@tinyurl.com,Czech Republic
714,1439.07,8/27/2021,North America,Direct sales,655,Everett Besemer,ebesemerjt@weibo.com,Brazil
715,3460.8,10/8/2021,Asia,Distributor,22,Cris Lessmare,clessmareju@360.cn,China
716,9268.93,9/24/2021,Africa,Direct sales,357,Donovan Pover,dpoverjv@msu.edu,Russia
717,7292.82,10/9/2021,South America,In-store,862,Joella Reinbeck,jreinbeckjw@issuu.com,China
718,9248.88,10/23/2021,South America,In-store,418,Gale Mogford,gmogfordjx@facebook.com,Bangladesh
719,926.69,5/16/2021,North America,In-store,19,Odella Hackett,ohackettjy@hp.com,Liberia
720,2927.04,5/4/2021,Africa,Distributor,801,Goldina De Roeck,gdejz@mediafire.com,Sweden
721,9062.3,2/4/2021,North America,Distributor,746,Christy Ingall,cingallk0@businesswire.com,Russia
722,861.1,12/28/2021,Europe,In-store,269,Vasilis Tennison,vtennisonk1@diigo.com,Poland
723,2537.0,11/8/2021,Africa,Online,481,Humphrey Imison,himisonk2@clickbank.net,Cameroon
724,8873.3,11/6/2021,Asia,Distributor,106,Merill Pinare,mpinarek3@shutterfly.com,Indonesia
725,1708.19,8/29/2021,Europe,In-store,881,Millard Seamans,mseamansk4@state.tx.us,Nigeria
726,8231.14,10/16/2021,Asia,Online,583,Jerad Maxted,jmaxtedk5@springer.com,Luxembourg
727,2677.29,10/25/2021,Europe,In-store,84,Avis Patesel,apateselk6@ovh.net,Peru
728,3814.69,2/12/2021,Africa,Online,186,Karlik Bredee,kbredeek7@unicef.org,Philippines
729,8814.72,9/18/2021,Asia,Distributor,759,Eadie Barrs,ebarrsk8@ehow.com,Ukraine
730,13.69,7/24/2021,Asia,Distributor,698,Paulette O'Dempsey,podempseyk9@yelp.com,Bulgaria
731,6995.21,3/19/2021,Europe,In-store,208,Easter Kenningley,ekenningleyka@jiathis.com,Greece
732,6438.01,2/7/2021,Asia,Distributor,439,Leroy Schrinel,lschrinelkb@yahoo.co.jp,Portugal
733,9994.78,5/24/2021,Africa,Distributor,299,Mickey Smaleman,msmalemankc@barnesandnoble.com,Sweden
734,271.48,5/30/2021,Asia,Distributor,618,Rosemarie Wasmer,rwasmerkd@ning.com,Thailand
735,2746.13,8/18/2021,South America,Direct sales,110,Maryann Callaby,mcallabyke@adobe.com,Kazakhstan
736,7296.34,2/6/2021,Asia,In-store,100,Walsh Moggle,wmogglekf@europa.eu,Indonesia
737,2824.53,6/4/2021,Asia,In-store,620,Melloney Mallinson,mmallinsonkg@trellian.com,China
738,3918.19,3/5/2021,Africa,Distributor,893,Bale Maciaszek,bmaciaszekkh@plala.or.jp,Sweden
739,7039.07,4/11/2021,Africa,Distributor,555,Augustine Leades,aleadeski@ebay.com,Laos
740,6277.53,12/16/2021,North America,Distributor,978,Mord Themann,mthemannkj@cam.ac.uk,Poland
741,4275.51,10/23/2021,Africa,Direct sales,172,Erin Marchant,emarchantkk@huffingtonpost.com,China
742,4206.97,6/15/2021,South America,Online,579,Debra Mollen,dmollenkl@ask.com,Indonesia
743,5550.66,8/30/2021,Africa,Distributor,134,Betteanne Boller,bbollerkm@friendfeed.com,China
744,3219.89,8/27/2021,South America,In-store,363,Dawn Labb,dlabbkn@constantcontact.com,Argentina
745,7716.72,4/3/2021,Asia,Online,849,Norean Anten,nantenko@printfriendly.com,Canada
746,2580.91,8/24/2021,Africa,Distributor,750,Ermengarde Aleksidze,ealeksidzekp@google.pl,Slovenia
747,782.35,3/14/2021,South America,Online,240,Huey Buncher,hbuncherkq@xing.com,Slovenia
748,2285.26,4/12/2021,South America,Distributor,480,Deva Ramsdell,dramsdellkr@yandex.ru,Poland
749,1289.62,5/19/2021,Europe,Distributor,991,Averil Sans,asansks@patch.com,Russia
750,7295.96,8/20/2021,Africa,Online,357,Salomi Aikin,saikinkt@loc.gov,Ethiopia
751,3440.83,7/31/2021,North America,In-store,319,Bel McOwen,bmcowenku@answers.com,Brazil
752,3245.63,8/23/2021,Asia,Online,59,Odette MacGragh,omacgraghkv@loc.gov,Argentina
753,5952.98,9/24/2021,South America,Distributor,21,Lu Dodwell,ldodwellkw@yellowbook.com,China
754,1469.44,1/18/2021,Asia,In-store,842,Dorie Martinie,dmartiniekx@biblegateway.com,Thailand
755,559.12,5/10/2021,North America,Direct sales,772,Dell McTeer,dmcteerky@flickr.com,Vietnam
756,476.11,11/10/2021,South America,Distributor,915,Daphene Mahomet,dmahometkz@phpbb.com,France
757,7837.19,8/9/2021,Africa,Distributor,353,Carlen Mularkey,cmularkeyl0@opera.com,New Zealand
758,1982.28,6/18/2021,North America,In-store,400,Augustin Joyner,ajoynerl1@woothemes.com,Philippines
759,7491.54,11/21/2021,North America,Distributor,468,Sylas Mc Giffin,smcl2@kickstarter.com,China
760,3520.1,8/11/2021,Europe,In-store,904,Felecia Nursey,fnurseyl3@sciencedirect.com,China
761,6308.3,1/5/2021,Africa,Online,387,Hillary Karolovsky,hkarolovskyl4@fotki.com,Canada
762,8560.07,2/16/2021,Asia,In-store,885,Rob Boom,rbooml5@exblog.jp,Kazakhstan
763,961.36,3/15/2021,South America,Distributor,973,Purcell Pashenkov,ppashenkovl6@oracle.com,France
764,4358.67,5/15/2021,Europe,Online,505,Cordie Gates,cgatesl7@oaic.gov.au,China
765,8979.53,2/26/2021,Europe,In-store,628,Dom Nadin,dnadinl8@webs.com,China
766,75.26,9/22/2021,South America,Online,703,Roshelle Rasor,rrasorl9@delicious.com,Brazil
767,7827.19,9/20/2021,North America,In-store,169,Napoleon Legerwood,nlegerwoodla@yellowpages.com,Philippines
768,7253.09,7/7/2021,Asia,In-store,182,Lemuel Halvorsen,lhalvorsenlb@springer.com,Dominica
769,3123.27,3/1/2021,North America,Direct sales,338,Fons McGarvie,fmcgarvielc@shutterfly.com,China
770,596.26,1/13/2021,North America,Distributor,803,Shanta Ahren,sahrenld@4shared.com,China
771,5872.51,9/7/2021,South America,In-store,510,Elana Osgodby,eosgodbyle@topsy.com,Sri Lanka
772,8659.06,5/28/2021,North America,In-store,644,Ramsey Schukert,rschukertlf@jiathis.com,China
773,5595.78,3/14/2021,South America,Direct sales,931,Mendel Risebrow,mrisebrowlg@berkeley.edu,Japan
774,2410.95,7/16/2021,North America,Online,122,Essy Woliter,ewoliterlh@earthlink.net,Mayotte
775,929.84,8/28/2021,Asia,Online,298,Milissent Riggert,mriggertli@opensource.org,Indonesia
776,8606.71,8/22/2021,Africa,Direct sales,921,Ulrich Hindrick,uhindricklj@booking.com,Mali
777,7602.18,5/18/2021,Africa,In-store,591,Hoebart Hinkins,hhinkinslk@nature.com,Brazil
778,7386.2,11/8/2021,South America,In-store,14,Nollie Spyvye,nspyvyell@histats.com,Belarus
779,1965.95,1/28/2021,Europe,Distributor,487,Henriette Fend,hfendlm@clickbank.net,Ukraine
780,7833.98,3/19/2021,North America,Online,468,Debora Pharrow,dpharrowln@newyorker.com,Peru
781,4399.94,2/21/2021,Asia,Online,482,Iolande Cowerd,icowerdlo@meetup.com,China
782,9243.51,3/22/2021,South America,Online,372,Kienan Tubbles,ktubbleslp@boston.com,Thailand
783,3844.42,11/26/2021,Asia,Online,522,Pierce Mirfin,pmirfinlq@jiathis.com,Portugal
784,4858.57,7/17/2021,Asia,Direct sales,80,Dolly Shoppee,dshoppeelr@unicef.org,Portugal
785,3405.46,8/5/2021,North America,Online,209,Lyman Sanzio,lsanziols@hibu.com,China
786,1092.12,2/12/2021,South America,Direct sales,132,Claudianus Vaudrey,cvaudreylt@w3.org,France
787,463.15,10/15/2021,Europe,Direct sales,886,Francine O'Mara,fomaralu@delicious.com,Sri Lanka
788,9374.96,11/16/2021,Asia,In-store,373,Cele Headings,cheadingslv@vinaora.com,China
789,6503.02,12/2/2021,North America,Direct sales,29,Fayth Gamon,fgamonlw@nationalgeographic.com,Poland
790,6310.77,2/5/2021,Africa,Direct sales,863,Johan Rosier,jrosierlx@state.tx.us,Argentina
791,7969.41,7/7/2021,Asia,In-store,402,Daron Devote,ddevotely@360.cn,China
792,1246.1,10/31/2021,Africa,Distributor,261,Floria Moakson,fmoaksonlz@amazon.de,China
793,5471.11,5/13/2021,Asia,Online,494,Kissiah Barge,kbargem0@walmart.com,Russia
794,319.88,4/16/2021,South America,Direct sales,495,Hammad Clapson,hclapsonm1@stumbleupon.com,China
795,4742.98,7/3/2021,North America,Direct sales,225,Minetta Mainds,mmaindsm2@answers.com,Costa Rica
796,2872.16,12/10/2021,Africa,Direct sales,474,Ogdan Earlam,oearlamm3@umn.edu,Venezuela
797,7970.8,5/12/2021,South America,Distributor,751,Brynn Killingsworth,bkillingsworthm4@gnu.org,Brazil
798,3618.97,5/20/2021,Africa,Direct sales,993,Sharla Laverick,slaverickm5@cisco.com,Russia
799,2178.32,2/6/2021,North America,Distributor,980,Patten Vaun,pvaunm6@cam.ac.uk,Indonesia
800,1155.06,3/13/2021,Europe,Direct sales,249,Uri Deeny,udeenym7@amazonaws.com,Tanzania
801,8178.92,7/23/2021,South America,Distributor,704,Pieter Tomczak,ptomczakm8@dailymail.co.uk,Sweden
802,2693.29,8/19/2021,North America,Direct sales,327,Wright Boate,wboatem9@china.com.cn,Brazil
803,3882.76,10/8/2021,North America,Online,227,Gardiner Atthow,gatthowma@bravesites.com,Uganda
804,428.92,9/17/2021,Africa,In-store,694,Waneta Huttley,whuttleymb@google.com.br,Indonesia
805,8408.68,8/18/2021,South America,Online,446,Catherine Mazella,cmazellamc@nyu.edu,China
806,6657.31,5/10/2021,Asia,Direct sales,339,Pearl Budding,pbuddingmd@techcrunch.com,Peru
807,3113.88,4/11/2021,Africa,Distributor,205,Kendricks Copnall,kcopnallme@smh.com.au,Guam
808,4140.81,1/16/2021,North America,In-store,839,Scarface Itzkovsky,sitzkovskymf@smh.com.au,Brazil
809,4178.54,5/18/2021,Africa,Distributor,983,Dyan Inggall,dinggallmg@blogs.com,Ukraine
